	effect	std_err	p-val	# SGB. used	95% CI	nctrs	ncases	mean_ctr	mean_css	std_ctr	std_css
MetaCardis_2020_a_in_DEU-T2D	2.3077994816033716	1.0100522042196118	0.02275724429742959	83	0.32809716133293243|4.287501801873811	273	213	22.721611721611723	24.11737089201878	9.120849699115498	8.06082095089236
MetaCardis_2020_a_in_DEU-IGT	2.2531639879633563	1.2248017032636564	0.06669382761043753	78	-0.1474473504334104|4.6537753263601225	273	73	22.721611721611723	25.28767123287671	9.120849699115498	8.212051705084464
NagySzakalD_2017_in_USA-ME/CFS	5.224542608986755	2.474572371200945	0.037344983278042046	78	0.3743807614329029|10.074704456540607	50	50	33.18	38.56	13.241888082898146	10.861233815731985
NielsenHB_2014_in_ESP-UC	-2.690080797261351	2.666644505817334	0.31507258135370503	71	-7.916704028663326|2.5365424341406237	59	68	29.033898305084747	26.308823529411764	14.58576750180726	15.73798080416886
NielsenHB_2014_in_ESP-CD	-5.378195721773981	4.551370727081758	0.24151586001156808	49	-14.298882346854226|3.5424909033062644	59	13	29.033898305084747	26.76923076923077	14.58576750180726	9.382092977531892
QinJ_2012_in_CHN-T2D	3.1981559504035	1.1875186653730636	0.0074321332092784605	83	0.8706193662722956|5.525692534534705	173	169	23.173410404624278	27.34319526627219	9.044781872471297	10.502773562834102
QinN_2014_in_CHN-cirrhosis	1.8694809149838918	1.1254728017033209	0.09805160903285977	67	-0.33644577635461714|4.0754076063224005	114	123	21.93859649122807	22.943089430894307	8.201716858906549	7.926800083331723
RubelMA_2020_in_CMR-STH	-2.159846847826861	0.547644875692659	0.00012143660282317359	9	-3.2332308041844726|-1.0864628914692496	82	77	6.146341463414634	4.12987012987013	4.084837970991798	2.1402187614283994
ThomasAM_2018a_in_ITA-CRC	0.4657363172113591	2.7256234415430036	0.8650893885458715	30	-4.876485628212928|5.807958262635646	22	28	22.727272727272727	23.0	7.86928331137663	9.535647404794885
ThomasAM_2018b_in_ITA-CRC	2.050729853129604	3.140127024847918	0.5165328055757119	49	-4.103919115572316|8.205378821831523	27	31	30.59259259259259	32.87096774193548	11.31128331868231	10.936007219373312
VogtmannE_2016_in_USA-CRC	5.488835598346405	2.395031665573148	0.024104799532955964	86	0.7945735338230353|10.183097662869775	52	49	39.03846153846154	44.142857142857146	11.562475011967242	13.06654865974757
WirbelJ_2018_in_DEU-CRC	9.91743112843437	1.9601509263931172	1.5310086153278162e-06	63	6.07553531270386|13.75932694416488	65	60	24.046153846153846	34.016666666666666	9.340450934973058	11.343855409672479
XieH_2016_in_GBR-migraine	5.19232509849735	1.4353823445153155	0.0003684343106996783	76	2.3789757032473315|8.00567449374737	177	49	29.29943502824859	34.46938775510204	9.286138732657555	8.750748168168663
XieH_2016_in_GBR-asthma	4.7759458994243955	1.9806213836901383	0.016816683133893177	71	0.8939279873917245|8.657963811457066	177	23	29.29943502824859	33.91304347826087	9.286138732657555	9.426664509820977
XuQ_2021_in_CHN-T2D	0.9742132827056342	1.8364816213084583	0.596264924259999	77	-2.625290695058944|4.573717260470213	217	31	27.870967741935484	28.096774193548388	9.346476478640477	11.243219716530168
YachidaS_2019_in_JPN-CRC	2.4447936369227685	0.9183884011355751	0.008015271226630614	91	0.6447523706970415|4.2448349031484955	250	258	29.608	32.07751937984496	9.96224552999975	10.467085660231154
YuJ_2015_in_CHN-CRC	7.026786115196572	1.9100837624244738	0.00034995929966230636	75	3.2830219408446033|10.77055028954854	54	73	29.925925925925927	36.12328767123287	9.871117336755477	10.519317136907429
ZellerG_2014_in_FRA-CRC	-1.5485003005051508	2.444880125760347	0.5278727986748384	70	-6.3404653469954315|3.2434647459851296	59	51	31.677966101694917	31.392156862745097	13.708145145164053	10.126800844686494
ZhangX_2015_in_CHN-RA	5.351643153055061	1.3708627110401632	0.00013185048383107214	69	2.6647522394163414|8.038534066693781	93	100	25.129032258064516	29.96	8.169212865902185	9.589494251523382
ZhuF_2020_in_CHN-schizophrenia	2.791203302011355	1.105641951548323	0.01254776687012371	48	0.6241450769766419|4.9582615270460675	81	86	18.098765432098766	21.36046511627907	6.171629511038483	7.723285225044312
iMSMS_2022_in_USA-MS	0.738042397153855	0.5194488176660207	0.15593728980772045	47	-0.2800772854715454|1.7561620797792554	277	277	7.11913357400722	7.707581227436823	5.389208561968655	5.966608068163182
HeQ_2017_in_CHN-CD	-13.475831869425722	2.832156797597282	7.812068347199573e-06	52	-19.026859192716394|-7.924804546135049	44	47	32.40909090909091	18.72340425531915	10.467087338671243	10.40806178465392
YeZ_2018_in_CHN-BD	2.295322038193995	2.040709172959802	0.26516738552105773	26	-1.7044679408072168|6.295112017195207	45	20	15.88888888888889	18.15	7.052886634318122	7.498499849969993
ZhouC_2020_in_CHN-AS	-10.06636698599277	2.289936543512964	2.8741098666434494e-05	49	-14.55464261127818|-5.5780913607073614	22	78	31.818181818181817	21.743589743589745	9.68896449874037	8.906114145070397
iMSMS_2022_in_GBR-MS	1.3237295357235648	0.4905254820531785	0.007424776134484693	18	0.36229959089933494|2.2851594805477946	131	131	4.66412213740458	5.870229007633588	3.771347759623044	3.6180146100517434
iMSMS_2022_in_ESP-MS	1.40566689289965	0.552673519172942	0.013095857540501948	9	0.32242679532068363|2.4889069904786165	39	39	3.948717948717949	5.256410256410256	1.8803807299793955	2.425483813412404
GuptaA_2019_in_IND-CRC	3.5820444774544447	1.034398032407205	0.0010419257165010319	6	1.5546243339363226|5.609464620972567	30	30	3.6333333333333333	7.533333333333333	1.559558342038611	4.030991055421593
iMSMS_2022_in_ARG-MS	0.6774385102536961	0.47086848080141547	0.151471451356218	16	-0.2454637121170783|1.6003407326244705	129	129	5.1395348837209305	5.821705426356589	3.159197685524758	3.983395015713464
SankaranarayananK_2015_in_USA-T2D	3.613754441283377	4.120034383765032	0.3869604967321266	44	-4.461512950896085|11.689021833462839	18	19	39.611111111111114	44.36842105263158	10.258540555117364	12.406324899297342
HanniganGD_2017_in_USA-CRC	3.5752827495899657	2.430264855578491	0.1483669215025709	15	-1.1880363673438765|8.338601866523808	25	24	14.32	16.0	7.137058217501101	7.788880963698615
