	effect	std_err	p-val	# SGB. used	95% CI	nctrs	ncases	mean_ctr	mean_css	std_ctr	std_css
MetaCardis_2020_a_in_DEU-T2D	0.17188163721900632	0.091077183857688	0.06122843738483017	48	-0.006629643142062158|0.3503929175800748	273	213	0.33480491007754554	0.3342074488518821	0.19386495916362836	0.17458698316174842
MetaCardis_2020_a_in_DEU-IGT	0.0822709107312898	0.10787928920709904	0.5339794648548557	46	-0.12917249611462434|0.2937143175772039	273	73	0.33480491007754554	0.34419580605355343	0.19386495916362836	0.19909715043317266
NagySzakalD_2017_in_USA-ME/CFS	0.24924259317148706	0.2028343066047166	0.22033115220319097	43	-0.14831264777375747|0.6467978341167315	50	50	0.4323677116258591	0.4826882095363253	0.16585834373777059	0.22054907904135443
NielsenHB_2014_in_ESP-UC	-0.22729677238637686	0.1794735232404811	0.20741435727821023	40	-0.5790648779377199|0.12447133316496611	59	68	0.3385405895558448	0.30330438767781037	0.12615288147244294	0.1426929907344077
NielsenHB_2014_in_ESP-CD	2.5347208816482323	0.32105425706584884	1.2526896743292859e-11	31	1.9054545377991685|3.163987225497296	59	13	0.3385405895558448	0.7054429413381135	0.12615288147244294	0.1919084140987377
QinJ_2012_in_CHN-T2D	0.08500414286926257	0.1085151374216054	0.4337983390706378	44	-0.12768552647708403|0.29769381221560914	173	169	0.4107216181546638	0.41777528819092885	0.18736637644581475	0.1907700936906472
QinN_2014_in_CHN-cirrhosis	0.2469258487474873	0.13096420722865373	0.05983202263939142	41	-0.00976399742067402|0.5036156949156486	114	123	0.376404935109391	0.4291675820398476	0.14958540541238527	0.20953181815953975
RubelMA_2020_in_CMR-STH	-0.4361104680265034	0.16151011813061625	0.007053848647411906	8	-0.7526702995625112|-0.11955063649049552	82	77	0.14048432169533864	0.09292097090493727	0.14734855805153885	0.07582872855996274
ThomasAM_2018a_in_ITA-CRC	0.1681901351617337	0.2893080917434533	0.5658659948978992	15	-0.3988537246554347|0.7352339949789022	22	28	0.303038877627434	0.3775975271459598	0.14788628084318114	0.19824251726112768
ThomasAM_2018b_in_ITA-CRC	-0.6653824226031606	0.274643064109724	0.016199036932860653	24	-1.2036828282582195|-0.12708201694810162	27	31	0.3463881388301017	0.2750270462317051	0.11505373575078105	0.10602287762628826
VogtmannE_2016_in_USA-CRC	0.4833516811783813	0.20394211576234664	0.018155816615201045	45	0.08362513428418189|0.8830782280725806	52	49	0.3392178647306646	0.4144373142112326	0.1700956287073727	0.1691176457432718
WirbelJ_2018_in_DEU-CRC	0.21082294808287183	0.18084603932122925	0.24506822349251706	33	-0.1436352889867375|0.5652811851524812	65	60	0.27541646834178835	0.31825476314434714	0.13179385430035656	0.17396287413469438
XieH_2016_in_GBR-migraine	0.15190635812458433	0.13382586241654792	0.34984697117497554	36	-0.1103923322118496|0.41420504846101824	177	49	0.321908210771334	0.3445875180075728	0.15041974411088854	0.1541989499165777
XieH_2016_in_GBR-asthma	0.429564320072554	0.143767321865685	0.05525899886366605	34	0.14778036921581145|0.7113482709292966	177	23	0.321908210771334	0.384331832695649	0.15041974411088854	0.20438408536755948
XuQ_2021_in_CHN-T2D	0.5914321548165317	0.13027540276900593	0.0024004219527646075	43	0.33609236538928006|0.8467719442437833	217	31	0.39876955858976104	0.5033540414863642	0.1951296628918142	0.23148024268293121
YachidaS_2019_in_JPN-CRC	-0.0072531607583074306	0.0889114838125409	0.9350228598382532	46	-0.18151966903088756|0.16701334751427271	250	258	0.42125176495896677	0.41470939869046264	0.2080313602272919	0.1950228833033802
YeZ_2018_in_CHN-BD	-0.14344481984085056	0.2523627530702273	0.6011804992926898	20	-0.638075815858496|0.351186176176795	45	20	0.38380254680083153	0.3620735968079404	0.21788636345399717	0.17949131366077176
YuJ_2015_in_CHN-CRC	-0.01899962481618421	0.17890083324144065	0.9165357369419547	40	-0.3696452579694079|0.33164600833703944	54	73	0.3869231523583058	0.39538931775780806	0.22628818956320837	0.198210327887365
ZellerG_2014_in_FRA-CRC	0.253010121646378	0.1932349412876167	0.1926511671201618	34	-0.12573036327735077|0.6317506065701067	59	51	0.32322193477021716	0.359400079136753	0.11906619483748081	0.13369513825174298
ZhangX_2015_in_CHN-RA	0.07743340194631786	0.1447730900366709	0.5934729814285447	40	-0.20632185452555712|0.36118865841819286	93	100	0.3315840333438544	0.3443810659433989	0.15465071618759355	0.14443538655730584
ZhouC_2020_in_CHN-AS	-0.1706774184223753	0.20241887102529066	0.48568836976607743	32	-0.567418405631945|0.22606356878719439	22	78	0.3915200237201257	0.36388677660002716	0.20769727480504374	0.1929634802415828
ZhuF_2020_in_CHN-schizophrenia	-0.37811979715160043	0.1570906823532584	0.016302039463575613	34	-0.686017534563987|-0.07022205973921397	81	86	0.4227992172368823	0.3387313515092347	0.25869654326392955	0.17964504184451102
iMSMS_2022_in_USA-MS	-0.0031116490944811397	0.08512598345741192	0.9708542274563394	34	-0.1699585766710085|0.16373527848204622	277	277	0.4398578829330997	0.4422285542387573	0.19963342284041874	0.21965644116667798
iMSMS_2022_in_ARG-MS	0.012631658993367273	0.125003146536287	0.9195882081031043	12	-0.23237450821775524|0.2576378262044898	129	129	0.3378760719627557	0.3458423157088243	0.20985692297408395	0.17251970405672026
iMSMS_2022_in_GBR-MS	0.05772302652709712	0.12406238995337349	0.6420549468871661	14	-0.1854392577815149|0.30088531083570913	131	131	0.3383614191114772	0.35110548629746163	0.17120930024694037	0.15525065990159403
iMSMS_2022_in_ESP-MS	0.35595274615704275	0.23126483902997388	0.12509191885416746	6	-0.09732633834170606|0.8092318306557915	39	39	0.26223732057981497	0.3062983894028239	0.1360540690603539	0.11319629800441426
HanniganGD_2017_in_USA-CRC	0.13863504725843498	0.29220976183574543	0.6370529329133154	13	-0.434096085939626|0.711366180456496	25	24	0.4389365720944922	0.5292873225995877	0.18444724992823616	0.2988468952183565
SankaranarayananK_2015_in_USA-T2D	-0.3199790442054644	0.34048847193523046	0.351154744730902	26	-0.9873364491985162|0.3473783607875873	18	19	0.40107297892083776	0.3732805334317196	0.22041512550732129	0.1989064889779153
