	effect	std_err	p-val	# SGB. used	95% CI	nctrs	ncases	mean_ctr	mean_css	std_ctr	std_css
YachidaS_2019_in_JPN-CRC	-0.2081669474889758	0.0891516682118687	0.019621323815328055	45	-0.38290421718423845|-0.03342967779371314	250	258	0.16371976293435794	0.14427482234639374	0.10067827785319768	0.08989761025812833
YuJ_2015_in_CHN-CRC	-0.5360106305433878	0.18208085990789696	0.0036674159959729077	39	-0.8928891159628658|-0.1791321451239098	54	73	0.23206486518647404	0.1858274270861554	0.09528347411183517	0.09378873981232402
ZellerG_2014_in_FRA-CRC	-0.3393234618941229	0.1938465334801774	0.0815747972011509	48	-0.7192626675152707|0.04061574372702487	59	51	0.2258395687446348	0.17816774349073403	0.09497997963595603	0.10339747711623647
ZhangX_2015_in_CHN-RA	0.025001858894644895	0.1447245212275136	0.8631102258581601	47	-0.2586582027112817|0.3086619205005715	93	100	0.2158284712456884	0.21939279735347408	0.09718579316349689	0.08543368900037249
ZhuF_2020_in_CHN-schizophrenia	0.04326622160812448	0.1557236898356587	0.7815524733169721	43	-0.2619522104697666|0.34848465368601556	81	86	0.13704936131995088	0.14000466083964372	0.07898950241051446	0.09591273515314064
iMSMS_2022_in_USA-MS	-0.1516115795158382	0.08524813864373113	0.07545990155054089	33	-0.3186979312575512|0.015474772225874789	277	277	0.15931018738000302	0.14407569100922	0.09905144061645815	0.10590893051565235
HeQ_2017_in_CHN-CD	-1.158184553477273	0.22911314699921678	4.5356656668620065e-07	24	-1.607246321595738|-0.7091227853588081	44	47	0.2116798445354224	0.08313015439743171	0.08601461170931894	0.08410229481280006
YeZ_2018_in_CHN-BD	-0.12186650419288142	0.25227267055005215	0.6568870209527317	22	-0.6163209384709836|0.3725879300852208	45	20	0.13817544789202604	0.12786314627732187	0.08930535175267947	0.057207919121538636
ZhouC_2020_in_CHN-AS	-0.4452313824252245	0.2045393198664488	0.07101920020984641	35	-0.8461284493634641|-0.044334315486984854	22	78	0.1799444511002591	0.1620269103822572	0.08690944080473258	0.08951338848354616
iMSMS_2022_in_GBR-MS	-0.09806145549435087	0.12411108639941054	0.42990828905867895	27	-0.34131918483719553|0.14519627384849376	131	131	0.15810281931895526	0.15044538789387651	0.08459099561491391	0.08879527531877998
iMSMS_2022_in_ESP-MS	-0.09865773499165197	0.2295944897652979	0.6684340432412907	16	-0.5486629349316358|0.35134746494833186	39	39	0.16311590178831178	0.1533812190473545	0.0815229250231216	0.08452511725072728
GuptaA_2019_in_IND-CRC	-0.04716449613914436	0.2627261612457615	0.8581289548231505	15	-0.562107772180837|0.4677787799025482	30	30	0.11777804432153083	0.13117610761467635	0.05648497504283993	0.10503626957957529
iMSMS_2022_in_ARG-MS	0.014090998106003231	0.12500345120484188	0.9103356059055152	18	-0.23091576625548685|0.25909776246749333	129	129	0.1253125256088331	0.12832731812840426	0.08352975812426561	0.09672353352003447
SankaranarayananK_2015_in_USA-T2D	-0.20980739091676767	0.33925986089413895	0.5393933429872984	13	-0.87475671826928|0.45514193643574463	18	19	0.14354590954646523	0.11444665552814194	0.07462159654572453	0.06419693737856622
HanniganGD_2017_in_USA-CRC	-0.47648259540136767	0.2959718144759609	0.10961427540193508	4	-1.056587351774251|0.10362216097151561	25	24	0.17950231393761254	0.12494062607210232	0.09957616365317928	0.09575184633267625
